State,State Code,2013 Urbanization,2013 Urbanization Code,Ten-Year Age Groups,Age Group Midpoint,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,% of Total Deaths
Wisconsin,55,Large Fringe Metro,2,5-14 years,9,Drug-Induced Causes,D,1,2126948,0.047015724,0.00%
Wisconsin,55,Large Fringe Metro,2,5-14 years,9,Alcohol-Induced Causes,A,1,2126948,0.047015724,0.00%
Indiana,18,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,1,2079908,0.04807905,0.00%
Indiana,18,Large Central Metro,1,5-14 years,9,Alcohol-Induced Causes,A,1,2079908,0.04807905,0.00%
Louisiana,22,Small Metro,4,5-14 years,9,Drug-Induced Causes,D,1,2054076,0.04868369,0.00%
Louisiana,22,Small Metro,4,5-14 years,9,Alcohol-Induced Causes,A,1,2054076,0.04868369,0.00%
Arizona,4,Medium Metro,3,5-14 years,9,Drug-Induced Causes,D,1,2047021,0.048851477,0.00%
Arizona,4,Medium Metro,3,5-14 years,9,Alcohol-Induced Causes,A,1,2047021,0.048851477,0.00%
Wisconsin,55,Medium Metro,3,5-14 years,9,Drug-Induced Causes,D,1,2040147,0.049016076,0.00%
Wisconsin,55,Medium Metro,3,5-14 years,9,Alcohol-Induced Causes,A,1,2040147,0.049016076,0.00%
Louisiana,22,Large Fringe Metro,2,5-14 years,9,Drug-Induced Causes,D,1,2020477,0.049493263,0.00%
Louisiana,22,Large Fringe Metro,2,5-14 years,9,Alcohol-Induced Causes,A,1,2020477,0.049493263,0.00%
Washington,53,Small Metro,4,5-14 years,9,Drug-Induced Causes,D,1,2005303,0.049867776,0.00%
Washington,53,Small Metro,4,5-14 years,9,Alcohol-Induced Causes,A,1,2005303,0.049867776,0.00%
Kansas,20,Large Fringe Metro,2,5-14 years,9,Drug-Induced Causes,D,1,2004115,0.049897336,0.00%
Kansas,20,Large Fringe Metro,2,5-14 years,9,Alcohol-Induced Causes,A,1,2004115,0.049897336,0.00%
Georgia,13,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,1,1994326,0.050142254,0.00%
Georgia,13,Large Central Metro,1,5-14 years,9,Alcohol-Induced Causes,A,1,1994326,0.050142254,0.00%
Connecticut,9,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,1,1988555,0.050287772,0.00%
Connecticut,9,Large Central Metro,1,5-14 years,9,Alcohol-Induced Causes,A,1,1988555,0.050287772,0.00%
Illinois,17,Micropolitan (non-metro),5,5-14 years,9,Drug-Induced Causes,D,1,1961574,0.050979469,0.00%
Illinois,17,Micropolitan (non-metro),5,5-14 years,9,Alcohol-Induced Causes,A,1,1961574,0.050979469,0.00%
Hawaii,15,Medium Metro,3,5-14 years,9,Drug-Induced Causes,D,1,1956479,0.051112228,0.00%
Hawaii,15,Medium Metro,3,5-14 years,9,Alcohol-Induced Causes,A,1,1956479,0.051112228,0.00%
New Mexico,35,Medium Metro,3,5-14 years,9,Drug-Induced Causes,D,1,1949957,0.051283182,0.00%
New Mexico,35,Medium Metro,3,5-14 years,9,Alcohol-Induced Causes,A,1,1949957,0.051283182,0.00%
North Carolina,37,Small Metro,4,5-14 years,9,Drug-Induced Causes,D,1,1905607,0.052476717,0.00%
North Carolina,37,Small Metro,4,5-14 years,9,Alcohol-Induced Causes,A,1,1905607,0.052476717,0.00%
Missouri,29,NonCore (non-metro),6,5-14 years,9,Drug-Induced Causes,D,1,1880542,0.053176159,0.00%
Missouri,29,NonCore (non-metro),6,5-14 years,9,Alcohol-Induced Causes,A,1,1880542,0.053176159,0.00%
Iowa,19,NonCore (non-metro),6,5-14 years,9,Drug-Induced Causes,D,1,1858084,0.05381888,0.00%
Iowa,19,NonCore (non-metro),6,5-14 years,9,Alcohol-Induced Causes,A,1,1858084,0.05381888,0.00%
Kentucky,21,Micropolitan (non-metro),5,5-14 years,9,Drug-Induced Causes,D,1,1815272,0.055088163,0.00%
Kentucky,21,Micropolitan (non-metro),5,5-14 years,9,Alcohol-Induced Causes,A,1,1815272,0.055088163,0.00%
Arizona,4,Small Metro,4,5-14 years,9,Drug-Induced Causes,D,1,1811448,0.055204455,0.00%
Arizona,4,Small Metro,4,5-14 years,9,Alcohol-Induced Causes,A,1,1811448,0.055204455,0.00%
New York,36,Small Metro,4,5-14 years,9,Drug-Induced Causes,D,1,1787453,0.055945527,0.00%
New York,36,Small Metro,4,5-14 years,9,Alcohol-Induced Causes,A,1,1787453,0.055945527,0.00%
Florida,12,Small Metro,4,5-14 years,9,Drug-Induced Causes,D,1,1770657,0.056476212,0.00%
Florida,12,Small Metro,4,5-14 years,9,Alcohol-Induced Causes,A,1,1770657,0.056476212,0.00%
Tennessee,47,Micropolitan (non-metro),5,5-14 years,9,Drug-Induced Causes,D,1,1764604,0.056669938,0.00%
Tennessee,47,Micropolitan (non-metro),5,5-14 years,9,Alcohol-Induced Causes,A,1,1764604,0.056669938,0.00%
Oklahoma,40,Micropolitan (non-metro),5,5-14 years,9,Drug-Induced Causes,D,1,1747902,0.057211445,0.00%
Oklahoma,40,Micropolitan (non-metro),5,5-14 years,9,Alcohol-Induced Causes,A,1,1747902,0.057211445,0.00%
Georgia,13,NonCore (non-metro),6,5-14 years,9,Drug-Induced Causes,D,1,1712534,0.058393001,0.00%
Georgia,13,NonCore (non-metro),6,5-14 years,9,Alcohol-Induced Causes,A,1,1712534,0.058393001,0.00%
Wisconsin,55,Micropolitan (non-metro),5,5-14 years,9,Drug-Induced Causes,D,1,1689957,0.059173103,0.00%
Wisconsin,55,Micropolitan (non-metro),5,5-14 years,9,Alcohol-Induced Causes,A,1,1689957,0.059173103,0.00%
Mississippi,28,NonCore (non-metro),6,5-14 years,9,Drug-Induced Causes,D,1,1669875,0.059884722,0.00%
Mississippi,28,NonCore (non-metro),6,5-14 years,9,Alcohol-Induced Causes,A,1,1669875,0.059884722,0.00%
New Jersey,34,Medium Metro,3,5-14 years,9,Drug-Induced Causes,D,1,1667377,0.059974439,0.00%
New Jersey,34,Medium Metro,3,5-14 years,9,Alcohol-Induced Causes,A,1,1667377,0.059974439,0.00%
Oklahoma,40,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,1,1638261,0.061040335,0.00%
Oklahoma,40,Large Central Metro,1,5-14 years,9,Alcohol-Induced Causes,A,1,1638261,0.061040335,0.00%
California,6,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,34,54524625,0.0624,0.00%
Kentucky,21,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,1,1602161,0.0624157,0.00%
Kentucky,21,Large Central Metro,1,5-14 years,9,Alcohol-Induced Causes,A,1,1602161,0.0624157,0.00%
Oregon,41,Medium Metro,3,5-14 years,9,Drug-Induced Causes,D,1,1597084,0.062614114,0.00%
Oregon,41,Medium Metro,3,5-14 years,9,Alcohol-Induced Causes,A,1,1597084,0.062614114,0.00%
Wisconsin,55,NonCore (non-metro),6,5-14 years,9,Drug-Induced Causes,D,1,1592855,0.062780354,0.00%
Wisconsin,55,NonCore (non-metro),6,5-14 years,9,Alcohol-Induced Causes,A,1,1592855,0.062780354,0.00%
Kansas,20,Medium Metro,3,5-14 years,9,Drug-Induced Causes,D,1,1570228,0.063685019,0.00%
Kansas,20,Medium Metro,3,5-14 years,9,Alcohol-Induced Causes,A,1,1570228,0.063685019,0.00%
Virginia,51,NonCore (non-metro),6,5-14 years,9,Drug-Induced Causes,D,1,1565095,0.063893885,0.00%
Virginia,51,NonCore (non-metro),6,5-14 years,9,Alcohol-Induced Causes,A,1,1565095,0.063893885,0.00%
Kentucky,21,Large Fringe Metro,2,5-14 years,9,Drug-Induced Causes,D,1,1537823,0.065026989,0.00%
Kentucky,21,Large Fringe Metro,2,5-14 years,9,Alcohol-Induced Causes,A,1,1537823,0.065026989,0.00%
Missouri,29,Micropolitan (non-metro),5,5-14 years,9,Drug-Induced Causes,D,1,1528365,0.065429397,0.00%
Missouri,29,Micropolitan (non-metro),5,5-14 years,9,Alcohol-Induced Causes,A,1,1528365,0.065429397,0.00%
Idaho,16,Medium Metro,3,5-14 years,9,Drug-Induced Causes,D,1,1520060,0.065786877,0.00%
Idaho,16,Medium Metro,3,5-14 years,9,Alcohol-Induced Causes,A,1,1520060,0.065786877,0.00%
New Mexico,35,Micropolitan (non-metro),5,5-14 years,9,Drug-Induced Causes,D,1,1489992,0.067114454,0.00%
New Mexico,35,Micropolitan (non-metro),5,5-14 years,9,Alcohol-Induced Causes,A,1,1489992,0.067114454,0.00%
Missouri,29,Small Metro,4,5-14 years,9,Drug-Induced Causes,D,1,1486680,0.067263971,0.00%
Missouri,29,Small Metro,4,5-14 years,9,Alcohol-Induced Causes,A,1,1486680,0.067263971,0.00%
Alabama,1,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,1,1477838,0.067666415,0.00%
Alabama,1,Large Central Metro,1,5-14 years,9,Alcohol-Induced Causes,A,1,1477838,0.067666415,0.00%
West Virginia,54,Small Metro,4,5-14 years,9,Drug-Induced Causes,D,1,1470485,0.068004774,0.00%
West Virginia,54,Small Metro,4,5-14 years,9,Alcohol-Induced Causes,A,1,1470485,0.068004774,0.00%
Alabama,1,NonCore (non-metro),6,5-14 years,9,Drug-Induced Causes,D,1,1460606,0.068464733,0.00%
Alabama,1,NonCore (non-metro),6,5-14 years,9,Alcohol-Induced Causes,A,1,1460606,0.068464733,0.00%
Kentucky,21,Medium Metro,3,5-14 years,9,Drug-Induced Causes,D,1,1456163,0.068673631,0.00%
Kentucky,21,Medium Metro,3,5-14 years,9,Alcohol-Induced Causes,A,1,1456163,0.068673631,0.00%
Michigan,26,NonCore (non-metro),6,5-14 years,9,Drug-Induced Causes,D,1,1455420,0.068708689,0.00%
Michigan,26,NonCore (non-metro),6,5-14 years,9,Alcohol-Induced Causes,A,1,1455420,0.068708689,0.00%
Minnesota,27,Micropolitan (non-metro),5,5-14 years,9,Drug-Induced Causes,D,1,1455188,0.068719643,0.00%
Minnesota,27,Micropolitan (non-metro),5,5-14 years,9,Alcohol-Induced Causes,A,1,1455188,0.068719643,0.00%
Tennessee,47,NonCore (non-metro),6,5-14 years,9,Drug-Induced Causes,D,1,1405032,0.071172756,0.00%
Tennessee,47,NonCore (non-metro),6,5-14 years,9,Alcohol-Induced Causes,A,1,1405032,0.071172756,0.00%
Virginia,51,Small Metro,4,5-14 years,9,Drug-Induced Causes,D,1,1404691,0.071190034,0.00%
Virginia,51,Small Metro,4,5-14 years,9,Alcohol-Induced Causes,A,1,1404691,0.071190034,0.00%
Oregon,41,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,1,1372692,0.072849554,0.00%
Oregon,41,Large Central Metro,1,5-14 years,9,Alcohol-Induced Causes,A,1,1372692,0.072849554,0.00%
Illinois,17,NonCore (non-metro),6,5-14 years,9,Drug-Induced Causes,D,1,1350699,0.07403574,0.00%
Illinois,17,NonCore (non-metro),6,5-14 years,9,Alcohol-Induced Causes,A,1,1350699,0.07403574,0.00%
Rhode Island,44,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,1,1343493,0.07443284,0.00%
Rhode Island,44,Large Central Metro,1,5-14 years,9,Alcohol-Induced Causes,A,1,1343493,0.07443284,0.00%
North Carolina,37,NonCore (non-metro),6,5-14 years,9,Drug-Induced Causes,D,1,1340194,0.074616063,0.00%
North Carolina,37,NonCore (non-metro),6,5-14 years,9,Alcohol-Induced Causes,A,1,1340194,0.074616063,0.00%
Maryland,24,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,1,1329318,0.075226545,0.00%
Maryland,24,Large Central Metro,1,5-14 years,9,Alcohol-Induced Causes,A,1,1329318,0.075226545,0.00%
Minnesota,27,NonCore (non-metro),6,5-14 years,9,Drug-Induced Causes,D,1,1323916,0.075533493,0.00%
Minnesota,27,NonCore (non-metro),6,5-14 years,9,Alcohol-Induced Causes,A,1,1323916,0.075533493,0.00%
Oregon,41,Small Metro,4,5-14 years,9,Drug-Induced Causes,D,1,1322653,0.07560562,0.00%
Oregon,41,Small Metro,4,5-14 years,9,Alcohol-Induced Causes,A,1,1322653,0.07560562,0.00%
Minnesota,27,Small Metro,4,5-14 years,9,Drug-Induced Causes,D,1,1320798,0.075711805,0.00%
Minnesota,27,Small Metro,4,5-14 years,9,Alcohol-Induced Causes,A,1,1320798,0.075711805,0.00%
Arkansas,5,NonCore (non-metro),6,5-14 years,9,Drug-Induced Causes,D,1,1318677,0.075833582,0.00%
Arkansas,5,NonCore (non-metro),6,5-14 years,9,Alcohol-Induced Causes,A,1,1318677,0.075833582,0.00%
Virginia,51,Medium Metro,3,5-14 years,9,Drug-Induced Causes,D,1,1317665,0.075891824,0.00%
Virginia,51,Medium Metro,3,5-14 years,9,Alcohol-Induced Causes,A,1,1317665,0.075891824,0.00%
Kansas,20,Micropolitan (non-metro),5,5-14 years,9,Drug-Induced Causes,D,1,1313708,0.076120416,0.00%
Kansas,20,Micropolitan (non-metro),5,5-14 years,9,Alcohol-Induced Causes,A,1,1313708,0.076120416,0.00%
Iowa,19,Small Metro,4,5-14 years,9,Drug-Induced Causes,D,1,1301610,0.076827928,0.00%
Iowa,19,Small Metro,4,5-14 years,9,Alcohol-Induced Causes,A,1,1301610,0.076827928,0.00%
Arkansas,5,Micropolitan (non-metro),5,5-14 years,9,Drug-Induced Causes,D,1,1297619,0.077064223,0.00%
Arkansas,5,Micropolitan (non-metro),5,5-14 years,9,Alcohol-Induced Causes,A,1,1297619,0.077064223,0.00%
Oklahoma,40,NonCore (non-metro),6,5-14 years,9,Drug-Induced Causes,D,1,1257569,0.0795185,0.00%
Oklahoma,40,NonCore (non-metro),6,5-14 years,9,Alcohol-Induced Causes,A,1,1257569,0.0795185,0.00%
Oklahoma,40,Large Fringe Metro,2,5-14 years,9,Drug-Induced Causes,D,1,1190975,0.083964819,0.00%
Oklahoma,40,Large Fringe Metro,2,5-14 years,9,Alcohol-Induced Causes,A,1,1190975,0.083964819,0.00%
Massachusetts,25,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,1,1190317,0.084011234,0.00%
Massachusetts,25,Large Central Metro,1,5-14 years,9,Alcohol-Induced Causes,A,1,1190317,0.084011234,0.00%
Alabama,1,Micropolitan (non-metro),5,5-14 years,9,Drug-Induced Causes,D,1,1189978,0.084035167,0.00%
Alabama,1,Micropolitan (non-metro),5,5-14 years,9,Alcohol-Induced Causes,A,1,1189978,0.084035167,0.00%
Delaware,10,Large Fringe Metro,2,5-14 years,9,Drug-Induced Causes,D,1,1184501,0.084423736,0.00%
Delaware,10,Large Fringe Metro,2,5-14 years,9,Alcohol-Induced Causes,A,1,1184501,0.084423736,0.00%
Oregon,41,Micropolitan (non-metro),5,5-14 years,9,Drug-Induced Causes,D,1,1170051,0.08546636,0.00%
Oregon,41,Micropolitan (non-metro),5,5-14 years,9,Alcohol-Induced Causes,A,1,1170051,0.08546636,0.00%
Tennessee,47,Small Metro,4,5-14 years,9,Drug-Induced Causes,D,1,1155861,0.086515593,0.00%
Tennessee,47,Small Metro,4,5-14 years,9,Alcohol-Induced Causes,A,1,1155861,0.086515593,0.00%
California,6,Micropolitan (non-metro),5,5-14 years,9,Drug-Induced Causes,D,1,1145922,0.087265974,0.00%
California,6,Micropolitan (non-metro),5,5-14 years,9,Alcohol-Induced Causes,A,1,1145922,0.087265974,0.00%
Washington,53,Micropolitan (non-metro),5,5-14 years,9,Drug-Induced Causes,D,1,1141186,0.087628134,0.00%
Washington,53,Micropolitan (non-metro),5,5-14 years,9,Alcohol-Induced Causes,A,1,1141186,0.087628134,0.00%
New Mexico,35,Small Metro,4,5-14 years,9,Drug-Induced Causes,D,1,1136743,0.087970632,0.00%
New Mexico,35,Small Metro,4,5-14 years,9,Alcohol-Induced Causes,A,1,1136743,0.087970632,0.00%
Colorado,8,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,1,1135204,0.088089894,0.00%
Colorado,8,Large Central Metro,1,5-14 years,9,Alcohol-Induced Causes,A,1,1135204,0.088089894,0.00%
Indiana,18,NonCore (non-metro),6,5-14 years,9,Drug-Induced Causes,D,1,1134885,0.088114655,0.00%
Indiana,18,NonCore (non-metro),6,5-14 years,9,Alcohol-Induced Causes,A,1,1134885,0.088114655,0.00%
Iowa,19,Micropolitan (non-metro),5,5-14 years,9,Drug-Induced Causes,D,1,1122693,0.089071545,0.00%
Iowa,19,Micropolitan (non-metro),5,5-14 years,9,Alcohol-Induced Causes,A,1,1122693,0.089071545,0.00%
Ohio,39,Small Metro,4,5-14 years,9,Drug-Induced Causes,D,1,1122168,0.089113217,0.00%
Ohio,39,Small Metro,4,5-14 years,9,Alcohol-Induced Causes,A,1,1122168,0.089113217,0.00%
Ohio,39,NonCore (non-metro),6,5-14 years,9,Drug-Induced Causes,D,1,1120623,0.089236077,0.00%
Ohio,39,NonCore (non-metro),6,5-14 years,9,Alcohol-Induced Causes,A,1,1120623,0.089236077,0.00%
South Carolina,45,Small Metro,4,5-14 years,9,Drug-Induced Causes,D,1,1090159,0.091729739,0.00%
South Carolina,45,Small Metro,4,5-14 years,9,Alcohol-Induced Causes,A,1,1090159,0.091729739,0.00%
Maine,23,Medium Metro,3,5-14 years,9,Alcohol-Induced Causes,A,1,1081301,0.092481187,0.00%
Texas,48,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,27,28805561,0.0937,0.00%
California,6,Medium Metro,3,5-14 years,9,Drug-Induced Causes,D,20,17107097,0.1169,0.00%
Florida,12,Medium Metro,3,5-14 years,9,Drug-Induced Causes,D,21,9568493,0.2195,0.00%
Connecticut,9,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,42,646212,6.4994,0.00%
Connecticut,9,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,27,414453,6.5146,0.00%
New Hampshire,33,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,81,930829,8.7019,0.00%
Massachusetts,25,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,753,8622926,8.7325,0.00%
Vermont,50,Small Metro,4,5-14 years,9,All Other Causes,O,43,441690,9.7353,0.00%
New York,36,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,1274,12703533,10.0287,0.00%
Washington,53,Large Central Metro,1,5-14 years,9,All Other Causes,O,389,3786724,10.2727,0.00%
New Jersey,34,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,1372,13281970,10.3298,0.00%
North Dakota,38,Small Metro,4,5-14 years,9,All Other Causes,O,70,670367,10.442,0.00%
Connecticut,9,Large Central Metro,1,5-14 years,9,All Other Causes,O,208,1988555,10.4599,0.00%
New Hampshire,33,Medium Metro,3,5-14 years,9,All Other Causes,O,98,925367,10.5904,0.00%
Wisconsin,55,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,226,2126948,10.6256,0.00%
Pennsylvania,42,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,858,8053688,10.6535,0.00%
Hawaii,15,Medium Metro,3,5-14 years,9,All Other Causes,O,210,1956479,10.7336,0.00%
Massachusetts,25,Small Metro,4,5-14 years,9,All Other Causes,O,71,644087,11.0234,0.00%
Wisconsin,55,Medium Metro,3,5-14 years,9,All Other Causes,O,228,2040147,11.1757,0.00%
Illinois,17,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,1149,10191415,11.2742,0.00%
Maine,23,Medium Metro,3,5-14 years,9,All Other Causes,O,122,1081301,11.2827,0.00%
Rhode Island,44,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,100,884678,11.3035,0.00%
Connecticut,9,Medium Metro,3,5-14 years,9,All Other Causes,O,559,4919777,11.3623,0.00%
Ohio,39,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,642,5625299,11.4127,0.00%
Maine,23,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,29,252646,11.4785,0.00%
Oregon,41,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,281,2443185,11.5014,0.00%
Minnesota,27,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,466,3984514,11.6953,0.00%
New York,36,Small Metro,4,5-14 years,9,All Other Causes,O,210,1787453,11.7486,0.00%
Massachusetts,25,Medium Metro,3,5-14 years,9,All Other Causes,O,373,3162725,11.7936,0.00%
Virginia,51,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,1181,9977133,11.8371,0.00%
Hawaii,15,Small Metro,4,5-14 years,9,All Other Causes,O,39,327910,11.8935,0.00%
Kansas,20,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,241,2004115,12.0253,0.00%
Colorado,8,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,556,4614457,12.0491,0.00%
California,6,Large Central Metro,1,5-14 years,9,All Other Causes,O,6613,54524625,12.1285,0.02%
New Jersey,34,Large Central Metro,1,5-14 years,9,All Other Causes,O,527,4322572,12.1918,0.00%
North Dakota,38,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,41,335600,12.2169,0.00%
Delaware,10,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,145,1184501,12.2414,0.00%
Michigan,26,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,819,6690315,12.2416,0.00%
New Jersey,34,Medium Metro,3,5-14 years,9,All Other Causes,O,206,1667377,12.3547,0.00%
Rhode Island,44,Large Central Metro,1,5-14 years,9,All Other Causes,O,167,1343493,12.4303,0.00%
Maryland,24,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,1277,10256489,12.4507,0.00%
Minnesota,27,Small Metro,4,5-14 years,9,All Other Causes,O,165,1320798,12.4924,0.00%
Washington,53,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,571,4554058,12.5383,0.00%
California,6,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,1507,11795510,12.776,0.00%
Illinois,17,Medium Metro,3,5-14 years,9,All Other Causes,O,278,2164742,12.8422,0.00%
North Carolina,37,Large Central Metro,1,5-14 years,9,All Other Causes,O,521,4012561,12.9842,0.00%
Kentucky,21,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,200,1537823,13.0054,0.00%
Wisconsin,55,Small Metro,4,5-14 years,9,All Other Causes,O,408,3122500,13.0665,0.00%
Oregon,41,Small Metro,4,5-14 years,9,All Other Causes,O,173,1322653,13.0798,0.00%
Minnesota,27,Large Central Metro,1,5-14 years,9,All Other Causes,O,475,3601566,13.1887,0.00%
Washington,53,Small Metro,4,5-14 years,9,All Other Causes,O,265,2005303,13.215,0.00%
Utah,49,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,56,423570,13.221,0.00%
Nevada,32,Medium Metro,3,5-14 years,9,All Other Causes,O,119,899513,13.2294,0.00%
New York,36,Medium Metro,3,5-14 years,9,All Other Causes,O,527,3973208,13.2638,0.00%
Nebraska,31,Medium Metro,3,5-14 years,9,All Other Causes,O,323,2422023,13.336,0.00%
Virginia,51,Medium Metro,3,5-14 years,9,All Other Causes,O,176,1317665,13.357,0.00%
Pennsylvania,42,Medium Metro,3,5-14 years,9,All Other Causes,O,1033,7714439,13.3905,0.00%
Washington,53,Medium Metro,3,5-14 years,9,All Other Causes,O,388,2889801,13.4265,0.00%
Colorado,8,Medium Metro,3,5-14 years,9,All Other Causes,O,450,3345108,13.4525,0.00%
New York,36,Large Central Metro,1,5-14 years,9,All Other Causes,O,2778,20544984,13.5215,0.01%
Massachusetts,25,Large Central Metro,1,5-14 years,9,All Other Causes,O,162,1190317,13.6098,0.00%
Missouri,29,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,736,5351346,13.7535,0.00%
New Hampshire,33,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,126,910942,13.8318,0.00%
Indiana,18,Medium Metro,3,5-14 years,9,All Other Causes,O,313,2249165,13.9163,0.00%
Iowa,19,Medium Metro,3,5-14 years,9,All Other Causes,O,361,2593224,13.9209,0.00%
Texas,48,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,1480,10624728,13.9298,0.00%
Utah,49,Large Central Metro,1,5-14 years,9,All Other Causes,O,374,2673768,13.9878,0.00%
Utah,49,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,25,178264,14.0241,0.00%
New York,36,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,121,859399,14.0796,0.00%
Utah,49,Medium Metro,3,5-14 years,9,All Other Causes,O,454,3215184,14.1205,0.00%
Kentucky,21,Large Central Metro,1,5-14 years,9,All Other Causes,O,227,1602161,14.1684,0.00%
Nebraska,31,Small Metro,4,5-14 years,9,All Other Causes,O,39,274410,14.2123,0.00%
California,6,Medium Metro,3,5-14 years,9,All Other Causes,O,2432,17107097,14.2163,0.01%
Florida,12,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,1504,10566259,14.234,0.00%
Tennessee,47,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,382,2682242,14.2418,0.00%
Idaho,16,Medium Metro,3,5-14 years,9,All Other Causes,O,217,1520060,14.2758,0.00%
Ohio,39,Medium Metro,3,5-14 years,9,All Other Causes,O,975,6805714,14.3262,0.00%
Ohio,39,Small Metro,4,5-14 years,9,All Other Causes,O,161,1122168,14.3472,0.00%
Virginia,51,Large Central Metro,1,5-14 years,9,All Other Causes,O,338,2348663,14.3912,0.00%
Arizona,4,Large Central Metro,1,5-14 years,9,All Other Causes,O,1294,8982661,14.4055,0.00%
New Jersey,34,Small Metro,4,5-14 years,9,All Other Causes,O,78,541246,14.4112,0.00%
Nevada,32,Large Central Metro,1,5-14 years,9,All Other Causes,O,606,4200057,14.4284,0.00%
Florida,12,Large Central Metro,1,5-14 years,9,All Other Causes,O,1996,13823383,14.4393,0.00%
Pennsylvania,42,Small Metro,4,5-14 years,9,All Other Causes,O,346,2382231,14.5242,0.00%
Texas,48,Large Central Metro,1,5-14 years,9,All Other Causes,O,4188,28805561,14.5389,0.01%
Oregon,41,Large Central Metro,1,5-14 years,9,All Other Causes,O,200,1372692,14.5699,0.00%
Indiana,18,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,717,4895443,14.6463,0.00%
Ohio,39,Large Central Metro,1,5-14 years,9,All Other Causes,O,1082,7379243,14.6628,0.00%
Idaho,16,Small Metro,4,5-14 years,9,All Other Causes,O,148,1006052,14.711,0.00%
Georgia,13,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,1551,10510915,14.7561,0.00%
North Carolina,37,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,422,2845853,14.8286,0.00%
Hawaii,15,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,79,531450,14.865,0.00%
Iowa,19,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,167,1122693,14.8749,0.00%
Maryland,24,Small Metro,4,5-14 years,9,All Other Causes,O,58,385736,15.0362,0.00%
Michigan,26,Small Metro,4,5-14 years,9,All Other Causes,O,416,2766595,15.0365,0.00%
California,6,Small Metro,4,5-14 years,9,All Other Causes,O,421,2774688,15.1729,0.00%
New Mexico,35,Medium Metro,3,5-14 years,9,All Other Causes,O,296,1949957,15.1798,0.00%
Maine,23,Small Metro,4,5-14 years,9,All Other Causes,O,80,526834,15.185,0.00%
Vermont,50,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,78,512702,15.2135,0.00%
Illinois,17,Large Central Metro,1,5-14 years,9,All Other Causes,O,1827,11995598,15.2306,0.00%
Minnesota,27,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,222,1455188,15.2558,0.00%
Wisconsin,55,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,258,1689957,15.2667,0.00%
Florida,12,Small Metro,4,5-14 years,9,All Other Causes,O,272,1770657,15.3615,0.00%
Vermont,50,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,53,344455,15.3866,0.00%
